DATETIME;GR;IT;BG;HU;TR;SR
2021-01-01T00:00:00Z;50.87;50.87;49.95;45.54;26.31;38.89
2021-01-01T01:00:00Z;48.19;48.19;48.05;41.59;24.06;34.86
2021-01-01T02:00:00Z;44.68;44.68;49.62;40.05;24.21;33.62
2021-01-01T03:00:00Z;42.92;42.92;46.73;36.9;23.2;28.25
2021-01-01T04:00:00Z;40.39;40.39;45.39;34.47;23.2;29.03
2021-01-01T05:00:00Z;20.96;40.2;44.25;32.82;26.31;29.22
2021-01-01T06:00:00Z;39.63;39.63;36.34;27.7;24.98;29.71
2021-01-01T07:00:00Z;40.1;40.09;19.97;15;26.31;1.08
2021-01-01T08:00:00Z;20;41.27;20;8.43;24.04;1.1
2021-01-01T09:00:00Z;40.74;41.67;20.43;20.77;26.31;36.07
2021-01-01T10:00:00Z;45;45;20.16;27.7;24.49;1.1
2021-01-01T11:00:00Z;47.2;47.2;22.25;38.91;24.22;33.06
2021-01-01T12:00:00Z;48.43;48.43;22.25;41.78;26.31;35.21
2021-01-01T13:00:00Z;24.85;45.49;28.99;41.3;26.31;27.65
2021-01-01T14:00:00Z;44.73;44.73;44.77;42.74;24.24;22.5
2021-01-01T15:00:00Z;46.59;46.59;51.08;43.06;31.64;29.58
2021-01-01T16:00:00Z;52.99;52.99;51.11;49.33;35.23;47.06
2021-01-01T17:00:00Z;60.26;60.26;51.45;54.81;35.86;52.03
2021-01-01T18:00:00Z;60.61;60.61;51.44;55;35.58;51.45
2021-01-01T19:00:00Z;60.36;60.36;51.23;55;35.43;51.71
2021-01-01T20:00:00Z;57.4;57.4;51.11;54.74;35.08;45.43
2021-01-01T21:00:00Z;53.86;53.86;51.28;51.5;34.81;41.85
2021-01-01T22:00:00Z;53.45;53.45;51.25;51.25;34.5;42.04
2021-01-01T23:00:00Z;49.72;49.72;51.36;46.83;34;36.54
2021-01-02T00:00:00Z;46.69;46.69;46.07;44.1;32.91;45.43
2021-01-02T01:00:00Z;42.43;42.43;40.06;38.54;28.12;40.16
2021-01-02T02:00:00Z;41.09;41.09;38.02;38.08;27.21;39.09
2021-01-02T03:00:00Z;27.26;40;29.67;37.1;26;36.12
2021-01-02T04:00:00Z;20.08;20.08;31.7;36.88;27.21;35.42
2021-01-02T05:00:00Z;39;39;43.57;37.2;28.41;37.2
2021-01-02T06:00:00Z;42.09;42.09;48.6;40.56;29.62;36.81
2021-01-02T07:00:00Z;46.57;46.57;51.14;45.2;31.26;39.81
2021-01-02T08:00:00Z;31.88;51.33;51.14;49.67;31.26;46.15
2021-01-02T09:00:00Z;48.81;54.6;51.14;55.43;30.54;51.04
2021-01-02T10:00:00Z;48.81;53.17;51.14;57.33;29.62;53.3
2021-01-02T11:00:00Z;48.81;52;51.14;57.4;28.85;54.53
2021-01-02T12:00:00Z;48.81;55.95;51.14;56.9;32.65;55.06
2021-01-02T13:00:00Z;40.45;52;51.13;55.3;34.22;51.1
2021-01-02T14:00:00Z;51.68;52;51.14;55;34.58;51.05
2021-01-02T15:00:00Z;53.89;53.89;51.16;56.32;35.05;51.69
2021-01-02T16:00:00Z;59.99;59.99;51.16;63.1;36.11;59.3
2021-01-02T17:00:00Z;62;62;51.17;67.49;36.64;63.8
2021-01-02T18:00:00Z;63.08;63.08;51.17;66.99;36.2;61.81
2021-01-02T19:00:00Z;62.17;62.17;51.16;63.45;35.67;59.75
2021-01-02T20:00:00Z;60.03;60.03;51.15;57.92;35.21;56.13
2021-01-02T21:00:00Z;48.35;55.03;51.14;53.25;34.8;50.08
2021-01-02T22:00:00Z;48.35;52.25;45.04;52.78;34.21;50.07
2021-01-02T23:00:00Z;48.35;48.45;38.1;48.08;34.11;45.1
2021-01-03T00:00:00Z;46.11;46.11;20.47;39.01;34.23;27
2021-01-03T01:00:00Z;43;43;17.52;28.55;34.02;17.51
2021-01-03T02:00:00Z;35;39.55;16.21;20.41;29.62;11.94
2021-01-03T03:00:00Z;28.54;37.44;18.02;23.91;27.21;7.03
2021-01-03T04:00:00Z;16.2;35.64;9.05;20;26;10.03
2021-01-03T05:00:00Z;20.11;35.5;19.97;26.04;26.11;15.25
2021-01-03T06:00:00Z;22.12;36.14;23.39;28.78;27.02;1.59
2021-01-03T07:00:00Z;36.97;36.97;20.9;34.5;29.02;18
2021-01-03T08:00:00Z;41.07;41.07;44.07;37.5;27.18;27.9
2021-01-03T09:00:00Z;44.49;44.49;48.17;39.01;29.33;36.3
2021-01-03T10:00:00Z;49;49;51.08;41.2;29.61;40.05
2021-01-03T11:00:00Z;49;50.3;51.09;43.51;31.1;41.28
2021-01-03T12:00:00Z;44.4;52.04;51.09;43.04;29.62;40.88
2021-01-03T13:00:00Z;38.55;46.64;51.09;42.34;28.52;40.02
2021-01-03T14:00:00Z;43.73;44.01;51.08;42.9;33.82;39.46
2021-01-03T15:00:00Z;45.53;45.53;51.08;42.9;34.38;39.93
2021-01-03T16:00:00Z;49.92;49.92;51.1;50.83;35.58;44.05
2021-01-03T17:00:00Z;58;58;51.12;52.73;36.54;46.92
2021-01-03T18:00:00Z;59.5;59.5;51.23;54.02;36.31;48.1
2021-01-03T19:00:00Z;61.09;61.09;51.21;53.39;36.03;46.9
2021-01-03T20:00:00Z;60;60;51.23;49.49;35.65;44.2
2021-01-03T21:00:00Z;53.78;59.4;51.21;43.11;35.29;38.63
2021-01-03T22:00:00Z;49;55.36;51.21;40;34.65;38.69
2021-01-03T23:00:00Z;48.13;53.06;51.11;31.21;32.91;31.56
2021-01-04T00:00:00Z;46.85;50.23;24.06;28.14;29.61;26.16
2021-01-04T01:00:00Z;20;46.64;21.99;23.92;28.12;20.56
2021-01-04T02:00:00Z;3;43.79;16.61;21.2;27.21;20.54
2021-01-04T03:00:00Z;1.5;41.65;16.54;20.99;25.99;17.89
2021-01-04T04:00:00Z;3;41.62;30.03;26.93;25.99;17.86
2021-01-04T05:00:00Z;23.58;44.5;35.04;31;29.61;24.59
2021-01-04T06:00:00Z;53.64;58.88;54.67;43.2;34.17;35.04
2021-01-04T07:00:00Z;52.54;62;54.7;55.04;35.13;50.01
2021-01-04T08:00:00Z;56.32;64.84;56.75;64.4;35.52;55.08
2021-01-04T09:00:00Z;68.24;68.25;59.79;66.69;35.31;62.53
2021-01-04T10:00:00Z;65.97;65.97;59.79;65.41;34.91;62.55
2021-01-04T11:00:00Z;63.9;63.9;56.72;63.88;32.91;61.25
2021-01-04T12:00:00Z;62.3;62.3;59.8;63.05;34.12;61.06
2021-01-04T13:00:00Z;48.87;62;59.8;60.77;34.55;62.76
2021-01-04T14:00:00Z;48.87;61.97;59.82;59.51;34.64;62.65
2021-01-04T15:00:00Z;48.87;62.45;59.78;61.4;35.13;63.59
2021-01-04T16:00:00Z;53.64;63.9;60.37;66.55;35.88;66.43
2021-01-04T17:00:00Z;67.02;67.02;61.82;70.4;35.48;73.08
2021-01-04T18:00:00Z;71.05;71.05;59.81;68.91;34.59;70.09
2021-01-04T19:00:00Z;70.18;70.18;59.78;65.07;34.79;67.73
2021-01-04T20:00:00Z;65;65;61.82;62.3;34.17;63.39
2021-01-04T21:00:00Z;49.18;61.39;59.79;52.96;29.62;56.77
2021-01-04T22:00:00Z;46.6;59.8;46.92;49.16;28.12;50.07
2021-01-04T23:00:00Z;48.87;54.69;40.91;43.9;32.91;35.1
2021-01-05T00:00:00Z;22.72;54.79;43.71;37.48;26;31.72
2021-01-05T01:00:00Z;22.39;50.3;43.58;35.28;26;27.46
2021-01-05T02:00:00Z;19;49.53;29.97;23.97;26;23.05
2021-01-05T03:00:00Z;17.57;44.58;22.42;19.69;25.99;10.09
2021-01-05T04:00:00Z;29.8;45.05;40.82;29.73;26;10.08
2021-01-05T05:00:00Z;49.53;49.53;43.61;37.4;26.11;14.59
2021-01-05T06:00:00Z;58.15;58.15;51.26;46.86;29.53;39.32
2021-01-05T07:00:00Z;61.09;61.09;54.82;58.72;34.33;49.53
2021-01-05T08:00:00Z;65.07;65.06;57.39;62.43;34.55;60.27
2021-01-05T09:00:00Z;66.98;66.97;58.02;65.48;34.44;63.18
2021-01-05T10:00:00Z;58.54;59.5;56.38;64.15;34.06;61.74
2021-01-05T11:00:00Z;58.2;59.27;56.36;63.99;29.4;59.83
2021-01-05T12:00:00Z;56.7;56.7;56.27;64.2;31.1;57.83
2021-01-05T13:00:00Z;56.4;56.4;56.27;63.65;34.26;56.25
2021-01-05T14:00:00Z;56.7;56.7;56.35;62;34.55;56.78
2021-01-05T15:00:00Z;59.5;59.5;56.39;62.18;35;58.09
2021-01-05T16:00:00Z;61.09;61.09;61.38;67.56;35.62;64.75
2021-01-05T17:00:00Z;68.32;68.32;64.98;70.62;35.55;66.7
2021-01-05T18:00:00Z;66.77;66.77;57.18;67.51;34.91;65.25
2021-01-05T19:00:00Z;64.33;64.33;54.84;60.06;34.55;60.37
2021-01-05T20:00:00Z;61.32;63;54.85;53.44;34.39;52.01
2021-01-05T21:00:00Z;49.77;58.16;54.86;48.39;32.97;46.33
2021-01-05T22:00:00Z;43.22;56;52.78;48.2;30.17;43.41
2021-01-05T23:00:00Z;48.31;53.29;52.61;42.6;33.19;37.04
2021-01-06T00:00:00Z;53.29;53.73;35.16;43.1;34.34;39.56
2021-01-06T01:00:00Z;52.6;52.6;27.62;35.62;29.87;34.93
2021-01-06T02:00:00Z;50.6;50.6;23.27;30.31;28.36;31.9
2021-01-06T03:00:00Z;49;49;22.99;21.52;27.33;28.05
2021-01-06T04:00:00Z;47.2;47.2;25.97;31.93;28.36;31.18
2021-01-06T05:00:00Z;49.3;49.29;47.61;43.51;29.87;34.9
2021-01-06T06:00:00Z;55;55;52.02;46.62;34.52;43.24
2021-01-06T07:00:00Z;53.29;56.6;53.53;51.91;35.35;47.01
2021-01-06T08:00:00Z;47.93;59.8;55.08;57.39;35.58;51.97
2021-01-06T09:00:00Z;47.93;61.1;53.96;61.1;35.37;53.99
2021-01-06T10:00:00Z;51.4;60.62;55.97;60.59;35.22;56.05
2021-01-06T11:00:00Z;53.29;59.94;55.34;63.28;34.33;55.07
2021-01-06T12:00:00Z;52.77;58;55.08;60.1;34.52;56.25
2021-01-06T13:00:00Z;53.29;56.23;54.91;59.97;34.97;56.22
2021-01-06T14:00:00Z;56.14;58.62;53.54;58;35.19;53.99
2021-01-06T15:00:00Z;52.14;61.05;53;60.03;35.27;59.51
2021-01-06T16:00:00Z;56.14;64.68;53.57;64;35.83;64.11
2021-01-06T17:00:00Z;56.14;66.94;55.66;65.47;35.76;71.7
2021-01-06T18:00:00Z;55.8;68.45;55.09;64.84;35.22;69.55
2021-01-06T19:00:00Z;56.14;67.05;53.57;61;34.92;62.64
2021-01-06T20:00:00Z;53.29;64.28;55.07;58.19;34.83;56.07
2021-01-06T21:00:00Z;56.14;60.7;52.01;53;34.32;54.99
2021-01-06T22:00:00Z;56.14;56.6;44.91;50.28;29.87;52.54
2021-01-06T23:00:00Z;53.29;55;40.99;47.88;33.09;46.46
2021-01-07T00:00:00Z;20.68;56.87;26.06;38.99;34.19;32.94
2021-01-07T01:00:00Z;12.72;54.71;22.38;28.03;29.7;19.72
2021-01-07T02:00:00Z;12.16;53.7;13.29;21.24;29.23;18.16
2021-01-07T03:00:00Z;9.53;51.51;14.18;22.13;27.25;16.53
2021-01-07T04:00:00Z;17.43;49.35;22.33;29.17;27.25;24.43
2021-01-07T05:00:00Z;26.75;55.63;42.63;47.56;28.27;10.09
2021-01-07T06:00:00Z;56.84;61.6;60.19;63.09;29.7;40.91
2021-01-07T07:00:00Z;47.52;71.09;61.57;72.75;34.85;55.1
2021-01-07T08:00:00Z;48.1;85.35;64.31;80;35.08;73.1
2021-01-07T09:00:00Z;48.67;83.77;68.38;81.17;35.03;78.9
2021-01-07T10:00:00Z;47.52;83.77;70.06;80.95;34.63;76.53
2021-01-07T11:00:00Z;47.52;72.89;68.39;80;29.7;73.97
2021-01-07T12:00:00Z;46.64;70;64.31;79.01;30.27;68.12
2021-01-07T13:00:00Z;46.64;68;60.23;78.33;34.24;64.68
2021-01-07T14:00:00Z;47.52;70;60.22;78.5;34.57;60.18
2021-01-07T15:00:00Z;49.6;72.89;62.23;80;34.6;62.6
2021-01-07T16:00:00Z;55.08;85.35;68.39;87.33;35.31;75.08
2021-01-07T17:00:00Z;77.47;90.58;68.41;93.82;35.41;85.06
2021-01-07T18:00:00Z;80.41;89.97;68.39;90;34.89;86.01
2021-01-07T19:00:00Z;77.09;86.19;68.37;82;34.88;83.4
2021-01-07T20:00:00Z;57.39;72.91;68.38;72;34.55;71.35
2021-01-07T21:00:00Z;48.99;65.22;67.52;64.13;34.22;65.91
2021-01-07T22:00:00Z;46.64;61.98;62.28;60.08;29.7;60.88
2021-01-07T23:00:00Z;42.54;57.58;59.64;50.68;34.18;52.54
2021-01-08T00:00:00Z;30;57.45;43.61;49.1;28.36;42.85
2021-01-08T01:00:00Z;24.39;56.41;43.59;47.24;28.59;37.15
2021-01-08T02:00:00Z;21.03;55.17;43.57;38.06;26.99;33.07
2021-01-08T03:00:00Z;18.25;51.76;43.59;37.38;25.88;30.01
2021-01-08T04:00:00Z;19.2;50.86;43.59;45.28;26.1;32.2
2021-01-08T05:00:00Z;25.77;56.45;59.86;53.78;26.11;42.52
2021-01-08T06:00:00Z;48.39;65.22;61.54;66.43;28.35;61.39
2021-01-08T07:00:00Z;56.84;70;71.08;83.5;34.57;74.83
2021-01-08T08:00:00Z;80;80;71.26;97.95;35.46;86.45
2021-01-08T09:00:00Z;73;73;82.99;100.04;35.46;88.43
2021-01-08T10:00:00Z;69.54;69.54;96.14;99.72;35.19;88.4
2021-01-08T11:00:00Z;66.39;66.39;92.14;98.45;34.29;85.1
2021-01-08T12:00:00Z;64.79;64.79;76.92;97.4;33.25;86.52
2021-01-08T13:00:00Z;62.1;62.1;70.09;92.18;34.67;83.27
2021-01-08T14:00:00Z;66;66;64.1;87.95;34.8;79.98
2021-01-08T15:00:00Z;69;69;64.08;87;34.37;80
2021-01-08T16:00:00Z;70;70;67.51;90.01;35.23;87.79
2021-01-08T17:00:00Z;84;84;66.67;100;35.31;98.33
2021-01-08T18:00:00Z;84;84;66.65;95.5;34.86;99.1
2021-01-08T19:00:00Z;83.06;83.06;64.96;81.07;34.69;86.14
2021-01-08T20:00:00Z;70;70;64.08;70;34.41;67.59
2021-01-08T21:00:00Z;53.09;64.06;56.44;62.79;31.91;60.72
2021-01-08T22:00:00Z;51;61.42;50.91;59.52;27.49;59.91
2021-01-08T23:00:00Z;47.52;58.3;43.57;49.1;34.59;50.05
2021-01-09T00:00:00Z;26.92;61.9;18.05;47.01;28.69;41.41
2021-01-09T01:00:00Z;21.51;58.38;1.51;32.51;30.22;28.51
2021-01-09T02:00:00Z;21.04;55.96;1.01;30.04;27.98;32.5
2021-01-09T03:00:00Z;6.6;51.88;0.05;16.6;27.2;21.52
2021-01-09T04:00:00Z;18.15;50.25;1.05;18.94;27.2;23.9
2021-01-09T05:00:00Z;32.17;50.25;19.99;30.16;27.31;30.14
2021-01-09T06:00:00Z;51.39;51.39;30.04;49.95;26.64;38.37
2021-01-09T07:00:00Z;52.56;56.38;51.54;53.2;27.98;49.73
2021-01-09T08:00:00Z;55.95;59.8;51.56;57.3;28.69;57.45
2021-01-09T09:00:00Z;63.97;66.92;51.57;63.07;29.44;62.99
2021-01-09T10:00:00Z;67.71;67.71;51.58;65;28.54;65.56
2021-01-09T11:00:00Z;64.86;68;51.57;65.07;26.53;66.22
2021-01-09T12:00:00Z;67.01;67.01;51.58;65;30.22;66.35
2021-01-09T13:00:00Z;62.31;62.53;51.57;63.44;26.53;63.62
2021-01-09T14:00:00Z;60;60;51.57;62.48;30.11;62.69
2021-01-09T15:00:00Z;60;60;51.59;63.94;34.7;63.62
2021-01-09T16:00:00Z;62.78;62.78;57.2;71.97;35.59;67.77
2021-01-09T17:00:00Z;69.92;69.92;57.21;77.93;35.88;74.11
2021-01-09T18:00:00Z;71.99;71.99;57.21;75.95;35.49;76.01
2021-01-09T19:00:00Z;68.95;68.95;57.21;73.91;35.51;74.29
2021-01-09T20:00:00Z;62.66;62.66;57.2;68.32;35.17;65.4
2021-01-09T21:00:00Z;59;59;53.1;60.2;34.85;58.52
2021-01-09T22:00:00Z;56.53;56.53;53.09;56.56;30.22;55.56
2021-01-09T23:00:00Z;55.41;55.41;47.26;51.13;34.34;50.04
2021-01-10T00:00:00Z;53.88;57;52.28;45.3;27.23;48.75
2021-01-10T01:00:00Z;54;55.75;51.79;35.57;27.79;38
2021-01-10T02:00:00Z;53.14;53.14;51.27;31.83;26.92;27.08
2021-01-10T03:00:00Z;49.04;49.03;49.98;32.85;26.01;23.1
2021-01-10T04:00:00Z;48.45;48.45;49.91;32.85;26.01;23.09
2021-01-10T05:00:00Z;49.07;49.07;49.98;35.04;26.92;29.26
2021-01-10T06:00:00Z;52.5;52.5;45.13;36.32;26.01;34.18
2021-01-10T07:00:00Z;56.2;57.23;45.13;38.06;22.23;38.08
2021-01-10T08:00:00Z;46.78;57.3;51.23;44.8;26.34;43.17
2021-01-10T09:00:00Z;48.28;57.43;51.26;50.5;34.46;48.77
2021-01-10T10:00:00Z;54;59.45;51.26;51.85;34.51;49.07
2021-01-10T11:00:00Z;48.28;61.53;51.26;55.03;34.5;52.35
2021-01-10T12:00:00Z;47.5;60.39;51.26;53.83;26.34;51.97
2021-01-10T13:00:00Z;46.78;56.41;51.25;50.87;26.34;49
2021-01-10T14:00:00Z;42.89;53.18;51.24;50;26.45;47.81
2021-01-10T15:00:00Z;46.78;54.85;51.25;50;34.61;48.78
2021-01-10T16:00:00Z;47.21;56.52;51.26;54.77;35.57;52.17
2021-01-10T17:00:00Z;58;62.09;51.28;61.2;36.1;58.97
2021-01-10T18:00:00Z;65;65.11;53.6;61.35;35.87;61.82
2021-01-10T19:00:00Z;68.14;68.77;51.61;59.95;35.55;57.61
2021-01-10T20:00:00Z;63.58;63.58;51.27;56.17;35.14;53.12
2021-01-10T21:00:00Z;53.99;57.43;51.24;51.32;34.78;47.59
2021-01-10T22:00:00Z;46.78;56.84;48.71;47.7;30.25;45.15
2021-01-10T23:00:00Z;46.78;56.34;41.42;42.1;34.35;40.03
2021-01-11T00:00:00Z;51.56;52.26;23.71;32.86;27.79;10.63
2021-01-11T01:00:00Z;35;50.02;22.27;28.54;28.34;2.56
2021-01-11T02:00:00Z;19.95;50.01;19.98;24.65;26.9;1.09
2021-01-11T03:00:00Z;19.95;47.69;18.02;19.28;26.01;1.08
2021-01-11T04:00:00Z;32.15;46.36;21.38;27.84;26.01;1.09
2021-01-11T05:00:00Z;52.1;52.3;34.29;35.43;26.01;12.63
2021-01-11T06:00:00Z;62.51;62.51;53.18;50.5;26.01;30.87
2021-01-11T07:00:00Z;68.32;69;64.38;57.08;34.88;57.79
2021-01-11T08:00:00Z;49.31;72.37;64.4;65.67;35.44;69.26
2021-01-11T09:00:00Z;54.01;71.32;64.4;66.88;35.41;71.85
2021-01-11T10:00:00Z;62.03;65.97;64.41;65.46;34.94;72.05
2021-01-11T11:00:00Z;58.14;67.07;64.4;61.56;31.06;70.02
2021-01-11T12:00:00Z;62.06;72.75;64.39;61;34.46;69.92
2021-01-11T13:00:00Z;65.99;68.01;64.38;60.98;34.8;68.03
2021-01-11T14:00:00Z;68.86;69.21;64.38;60.12;34.99;68.01
2021-01-11T15:00:00Z;61.23;70;64.38;65.16;35.46;70.08
2021-01-11T16:00:00Z;62.03;72.75;59.26;72.07;36.05;74.99
2021-01-11T17:00:00Z;53.68;75;56.36;77.67;36.06;79.64
2021-01-11T18:00:00Z;53.68;83;54.7;69.18;35.5;70.05
2021-01-11T19:00:00Z;53.68;79.63;54.69;64.67;35.29;68.82
2021-01-11T20:00:00Z;53.68;70.95;54.67;59.04;34.91;68.64
2021-01-11T21:00:00Z;47.06;64.41;52.14;51.54;34.5;59.32
2021-01-11T22:00:00Z;47.06;62.25;51.11;50.5;29.45;55.02
2021-01-11T23:00:00Z;45.5;61.12;45.44;41.97;34.35;47.29
2021-01-12T00:00:00Z;24.37;60.58;44.53;41.39;32.12;37.05
2021-01-12T01:00:00Z;20.78;58;25.57;36.96;34.46;32.57
2021-01-12T02:00:00Z;22.07;54.67;22.23;32.99;28.33;30.04
2021-01-12T03:00:00Z;21.71;50;23.34;32.85;26.68;27.72
2021-01-12T04:00:00Z;22.7;49.5;38.48;35.02;27.79;29.63
2021-01-12T05:00:00Z;30.36;58.06;43.59;43.3;28.33;38.24
2021-01-12T06:00:00Z;52.01;66.79;58.69;55.24;29.9;52.03
2021-01-12T07:00:00Z;56.38;72;69.11;69.76;34.94;63.67
2021-01-12T08:00:00Z;66.39;84.24;79.76;77.18;35.46;78.99
2021-01-12T09:00:00Z;70.57;81.55;82.69;80.14;35.27;78.89
2021-01-12T10:00:00Z;69.13;76.33;76.83;72.31;35.32;75.07
2021-01-12T11:00:00Z;68.54;72.72;69.12;70.49;34.62;72.43
2021-01-12T12:00:00Z;67.77;70.7;69.1;68.45;34.79;70.01
2021-01-12T13:00:00Z;57.55;69.5;69.09;68;35.08;69.81
2021-01-12T14:00:00Z;63.7;71.56;69.09;68.23;35.17;69.78
2021-01-12T15:00:00Z;63.63;73.6;69.09;70.43;35.32;71.56
2021-01-12T16:00:00Z;66.78;75;65.49;80.49;35.76;79.89
2021-01-12T17:00:00Z;73.08;80.25;63;87.78;35.63;83.05
2021-01-12T18:00:00Z;73.64;78.93;56.77;85.74;35.16;78.05
2021-01-12T19:00:00Z;70.92;77.1;57.51;81.91;34.94;74.76
2021-01-12T20:00:00Z;66.14;70;56.78;69.6;34.64;65.04
2021-01-12T21:00:00Z;46.32;63.21;56.4;62.62;33.41;57.02
2021-01-12T22:00:00Z;42.12;61.56;54.47;55.03;27.68;50.75
2021-01-12T23:00:00Z;42.58;59.97;49.03;44.98;34.1;43.58
2021-01-13T00:00:00Z;47.75;64.68;27.45;40.85;30.34;46.95
2021-01-13T01:00:00Z;47.75;61.6;26.88;37.74;32.55;39.99
2021-01-13T02:00:00Z;47.75;60.99;26.87;36.74;26.92;36.57
2021-01-13T03:00:00Z;47.27;55.84;26.89;35.91;28.12;36.02
2021-01-13T04:00:00Z;47.75;55.43;28.96;39.46;34.21;40.06
2021-01-13T05:00:00Z;61.4;61.4;30.19;47.01;34.45;47.07
2021-01-13T06:00:00Z;71.2;71.2;46.49;55.97;34.81;62.01
2021-01-13T07:00:00Z;84;84;71.21;70.02;35.81;73.42
2021-01-13T08:00:00Z;88.33;88.33;71.21;78;36.52;83.52
2021-01-13T09:00:00Z;86.3;87.69;71.21;76.57;36.56;85.46
2021-01-13T10:00:00Z;81.55;81.55;71.2;69.02;36.7;81
2021-01-13T11:00:00Z;66.23;70.24;71.18;63.98;36.29;79.06
2021-01-13T12:00:00Z;59.92;75.69;71.17;62.89;36.4;77.87
2021-01-13T13:00:00Z;59.29;75.66;66.26;62.77;36.71;76.98
2021-01-13T14:00:00Z;69.97;76.37;71.18;64.6;36.81;75.49
2021-01-13T15:00:00Z;76.9;77.78;71.2;67.04;37.12;77
2021-01-13T16:00:00Z;81.79;81.79;73.25;74.62;37.87;80.5
2021-01-13T17:00:00Z;86.42;86.42;73.27;78.84;38.06;86
2021-01-13T18:00:00Z;87.69;87.69;73.26;77.91;37.03;85.08
2021-01-13T19:00:00Z;79.3;85.96;73.24;71.86;36.27;81.1
2021-01-13T20:00:00Z;69.45;75.74;73.23;66.93;35.96;73.25
2021-01-13T21:00:00Z;64.26;71.79;59.84;56.91;35.59;64.12
2021-01-13T22:00:00Z;61.81;69.49;43.83;53.85;35.18;60.94
2021-01-13T23:00:00Z;52.22;65.7;38.5;45.46;35.26;59.52
2021-01-14T00:00:00Z;22.51;70.6;43.57;49.14;35.13;45.03
2021-01-14T01:00:00Z;10;69.83;37.48;47.09;34.87;39.35
2021-01-14T02:00:00Z;2.08;66.83;35.36;44.89;34.58;39.02
2021-01-14T03:00:00Z;2.01;62.98;35.85;44.92;34.57;37.66
2021-01-14T04:00:00Z;2;62.1;43.59;48.5;34.53;42.03
2021-01-14T05:00:00Z;2.01;67.17;53.58;51.62;34.69;49.18
2021-01-14T06:00:00Z;20.08;63.83;61.11;61.68;34.95;54.08
2021-01-14T07:00:00Z;47.27;72.17;75.29;75.82;35.84;65.55
2021-01-14T08:00:00Z;61.46;74.83;75.14;82.91;36.71;83.18
2021-01-14T09:00:00Z;56.86;39.1;75.59;85.98;36.91;85.8
2021-01-14T10:00:00Z;56.86;30;75.69;84.5;36.91;84.94
2021-01-14T11:00:00Z;59.55;8;75.6;85.03;36.4;85.73
2021-01-14T12:00:00Z;57.05;8;75.14;83.97;36.75;83.61
2021-01-14T13:00:00Z;57.43;8;75.13;82;37.05;82.83
2021-01-14T14:00:00Z;64.1;30;75.3;82.63;37.05;79.79
2021-01-14T15:00:00Z;71.09;58.82;78.01;85;37.33;79.28
2021-01-14T16:00:00Z;74.01;81.55;88.01;90.82;39.28;87.83
2021-01-14T17:00:00Z;82.38;81.55;105.85;97.9;38.48;96.71
2021-01-14T18:00:00Z;86;87.69;99.3;96;36.92;93.53
2021-01-14T19:00:00Z;80.15;82.34;80.44;87.02;36.22;85.56
2021-01-14T20:00:00Z;69;78;73.66;75.5;35.83;70.08
2021-01-14T21:00:00Z;50.58;75.15;64.95;67;35.33;66.88
2021-01-14T22:00:00Z;30.7;72;65.32;62.51;34.73;62.6
2021-01-14T23:00:00Z;42.64;69.14;46.33;56.26;34.65;55.64
2021-01-15T00:00:00Z;35;53.51;49.13;54.12;34.57;55.29
2021-01-15T01:00:00Z;46.44;48.66;49.86;52.68;34.23;53.18
2021-01-15T02:00:00Z;46.44;47.7;46.28;51.21;27.61;51.12
2021-01-15T03:00:00Z;35;46.6;45.6;49.51;26.5;50.43
2021-01-15T04:00:00Z;27.6;48;45.74;49.65;26.5;53.13
2021-01-15T05:00:00Z;45;54.5;48.94;53.94;30.37;53.55
2021-01-15T06:00:00Z;47.44;64.95;62.23;65.45;34.23;37.56
2021-01-15T07:00:00Z;56.89;77.94;83.37;90.1;35.22;70.09
2021-01-15T08:00:00Z;78.02;87.69;84.66;100.02;35.68;93.02
2021-01-15T09:00:00Z;58.34;81.55;83.37;100;35.73;102.02
2021-01-15T10:00:00Z;58.4;72.43;83.38;98.9;35.74;93.4
2021-01-15T11:00:00Z;65;74.43;83.36;96.45;35.19;91.8
2021-01-15T12:00:00Z;68.85;72.16;83.35;92.47;35.23;88.85
2021-01-15T13:00:00Z;69.97;71.28;83.35;89.56;35.93;88.02
2021-01-15T14:00:00Z;77.14;77.14;83.37;89.82;36.09;85.95
2021-01-15T15:00:00Z;76.98;76.98;83.37;88;36.02;88.08
2021-01-15T16:00:00Z;82;82;85.79;94.04;36.32;96.98
2021-01-15T17:00:00Z;97.04;88.22;97.92;104.99;36.33;109.83
2021-01-15T18:00:00Z;98.02;98.02;93.04;99.96;35.97;100.03
2021-01-15T19:00:00Z;94.38;94.38;88.02;94.8;35.73;93.06
2021-01-15T20:00:00Z;77.2;77.2;83.38;84.5;35.43;79.76
2021-01-15T21:00:00Z;67.18;67.18;74.99;68.53;35.23;64.56
2021-01-15T22:00:00Z;63.19;63.19;69.57;65.98;34.85;60.07
2021-01-15T23:00:00Z;57.01;57.01;51.13;62.96;35.52;59.25
2021-01-16T00:00:00Z;47.44;64.37;50.85;51.3;35.44;57.47
2021-01-16T01:00:00Z;47.44;62.15;49.11;50.12;35.07;55.63
2021-01-16T02:00:00Z;47.44;55.1;45.16;48.86;34.7;53.85
2021-01-16T03:00:00Z;47.44;53;45.91;48.27;34.61;50.92
2021-01-16T04:00:00Z;46.48;46.48;44.92;47.78;34.6;50.95
2021-01-16T05:00:00Z;46.48;46.48;50.82;47.51;34.65;51.91
