DATETIME;GR;IT;BG;HU;TR;SR
2021-04-21T08:00:00Z;96.48;92.62;68.32;87.24;32.63;94.95
2021-04-21T09:00:00Z;90;90;66.82;75.92;32.89;81.09
2021-04-21T10:00:00Z;73;73;63.94;65.94;32.79;74.98
2021-04-21T11:00:00Z;71.09;71.09;61.7;63.18;32.25;72.09
2021-04-21T12:00:00Z;72.46;72.46;61.7;64.09;32.4;70.09
2021-04-21T13:00:00Z;69.5;69.5;60.58;62.01;32.77;68.02
2021-04-21T14:00:00Z;69.5;69.5;61.08;61.01;32.82;65.08
2021-04-21T15:00:00Z;70;70;61.7;62.01;33.01;65.93
2021-04-21T16:00:00Z;70.47;71.65;66.17;71.01;33.21;69.95
2021-04-21T17:00:00Z;74.65;74.65;69.92;74.69;33.45;71.92
2021-04-21T18:00:00Z;83.78;83.78;75;80;33.54;82.55
2021-04-21T19:00:00Z;90;90;76;95;33.57;95.03
2021-04-21T20:00:00Z;91.7;91.7;79.94;96.36;33.6;95.09
2021-04-21T21:00:00Z;86.35;86.35;77.72;80.8;33.46;80.28
2021-04-21T22:00:00Z;81.56;81.56;68.32;75.11;33.06;73.03
2021-04-21T23:00:00Z;66.98;72.9;70.8;66.8;32.71;62.09
2021-04-22T00:00:00Z;71.67;71.67;70.95;65.09;33;69.03
2021-04-22T01:00:00Z;68.63;68.62;66.51;61.22;32.93;65.17
2021-04-22T02:00:00Z;66.99;66.99;60.04;59.5;32.94;63.91
2021-04-22T03:00:00Z;65;65;55.01;58.86;32.79;63.82
2021-04-22T04:00:00Z;66.48;66.48;65.46;60.65;32.47;65.27
2021-04-22T05:00:00Z;68.07;68.07;61.44;65.24;32.01;68.37
2021-04-22T06:00:00Z;74.31;74.31;70.15;73.7;32.2;77.23
2021-04-22T07:00:00Z;82.57;82.57;76.73;82;32.9;86.37
2021-04-22T08:00:00Z;85;85;83.89;87.46;32.59;85.77
2021-04-22T09:00:00Z;75.33;83.09;83.24;79.55;32.74;80.36
2021-04-22T10:00:00Z;77.46;80.18;70;75.8;32.76;74.33
2021-04-22T11:00:00Z;74.01;75.97;62.62;70.07;32.3;71.92
2021-04-22T12:00:00Z;70.58;70.58;62.62;67.01;32.5;67.9
2021-04-22T13:00:00Z;67.76;68.07;62.63;65.6;32.66;65.14
2021-04-22T14:00:00Z;62.16;68;62.59;62.31;32.75;64.43
2021-04-22T15:00:00Z;66.98;68.5;61.09;63.98;32.64;67.41
2021-04-22T16:00:00Z;69.34;69.34;62.61;63.97;32.82;69.93
2021-04-22T17:00:00Z;70.58;70.58;64.66;70.82;32.97;73.46
2021-04-22T18:00:00Z;75.9;75.9;74.28;76.29;33.2;79.31
2021-04-22T19:00:00Z;81.4;81.4;84.41;86.42;33.18;86.45
2021-04-22T20:00:00Z;84.42;84.42;92.51;89.44;33.34;89.65
2021-04-22T21:00:00Z;78.71;78.71;80.01;79.99;33.16;82.52
2021-04-22T22:00:00Z;75.3;75.3;78.34;73.96;32.79;71.39
2021-04-22T23:00:00Z;70.81;70.96;61.88;66.76;33.07;69.97
2021-04-23T00:00:00Z;66.99;70.2;69.01;61.69;33.37;62.57
2021-04-23T01:00:00Z;58.5;64.91;53.98;57.61;33.37;61.67
2021-04-23T02:00:00Z;58.46;60.88;55.25;56.4;33.4;61.62
2021-04-23T03:00:00Z;58.46;59.61;60.37;56.9;33.17;59.59
2021-04-23T04:00:00Z;59.73;59.73;66.04;58.96;32.79;60.54
2021-04-23T05:00:00Z;67;67;65.01;66;32.15;65.01
2021-04-23T06:00:00Z;77;77;70.91;76.3;31.9;75.7
2021-04-23T07:00:00Z;83.73;83.73;88.47;83.44;31.88;84.39
2021-04-23T08:00:00Z;90.58;92.9;87.75;77.22;26.48;81.45
2021-04-23T09:00:00Z;79.34;81;82.27;64.94;31.74;69.88
2021-04-23T10:00:00Z;70.2;70.2;79.93;58.11;31.95;62.76
2021-04-23T11:00:00Z;68.9;68.9;66.73;59.15;30.67;61.03
2021-04-23T12:00:00Z;68.61;68.61;56.43;57.1;31.18;62.94
2021-04-23T13:00:00Z;62.99;62.99;55.91;55.58;32.11;59.19
2021-04-23T14:00:00Z;62.99;62.99;55.55;57.05;32.18;57.95
2021-04-23T15:00:00Z;64.01;64.01;55.42;56.99;32.45;57.76
2021-04-23T16:00:00Z;64.87;64.87;55.91;59.4;33;60.62
2021-04-23T17:00:00Z;67.5;67.5;58.08;64.1;33.74;68.01
2021-04-23T18:00:00Z;69.84;69.84;69.3;69.02;34.13;73.04
2021-04-23T19:00:00Z;82.95;82.95;79.26;82.68;34.06;83.23
2021-04-23T20:00:00Z;83.3;83.3;79.28;85.72;33.9;89
2021-04-23T21:00:00Z;78.33;78.33;75.34;80.82;33.69;79.02
2021-04-23T22:00:00Z;70.9;70.9;69.29;74.52;33.24;74.66
2021-04-23T23:00:00Z;65.69;65.69;60.35;66.34;34.13;68.41
2021-04-24T00:00:00Z;66.57;68.51;70.28;66.3;33.51;62.85
2021-04-24T01:00:00Z;58.07;64.5;61.5;61.59;33.28;58.65
2021-04-24T02:00:00Z;54.48;62.26;53.03;59.47;33.17;57.69
2021-04-24T03:00:00Z;54.48;61.72;51.4;58.4;32.77;56.48
2021-04-24T04:00:00Z;54.03;57.94;50.87;57.79;32.08;56.63
2021-04-24T05:00:00Z;54.5;61.7;50.87;59.94;30.13;58.64
2021-04-24T06:00:00Z;64.58;65.82;51.25;61.94;20.09;61.36
2021-04-24T07:00:00Z;62.45;66.96;51.28;64.46;31.13;65
2021-04-24T08:00:00Z;63.62;66.96;51.37;65.63;12.05;68.43
2021-04-24T09:00:00Z;59;66.96;51.36;61.89;18.08;59.54
2021-04-24T10:00:00Z;65.82;66.96;51.34;57.5;30.13;56.83
2021-04-24T11:00:00Z;61.4;61.4;51.27;57.67;24.1;55.25
2021-04-24T12:00:00Z;57.22;57.22;51.18;56.81;31.13;53.84
2021-04-24T13:00:00Z;50.07;50.07;50.97;51.01;31.64;48.55
2021-04-24T14:00:00Z;49.85;49.85;50.96;51.93;31.59;46.66
2021-04-24T15:00:00Z;52.53;52.53;50.97;48.05;31.55;47.94
2021-04-24T16:00:00Z;58.34;58.34;51.15;53.86;32.65;52.92
2021-04-24T17:00:00Z;66.57;66.57;51.35;57.19;40.17;54
2021-04-24T18:00:00Z;67.77;69.44;59.84;63.82;45.19;62.47
2021-04-24T19:00:00Z;66.57;80.46;64.43;71.06;40.17;70.46
2021-04-24T20:00:00Z;66.57;83;67.98;73.93;33.68;71.81
2021-04-24T21:00:00Z;63.53;76.26;62.31;69.05;32.94;67.9
2021-04-24T22:00:00Z;66.57;69.8;54.76;64.73;31.88;63.82
2021-04-24T23:00:00Z;55.91;68.22;50.87;59.03;32.02;58.41
2021-04-25T00:00:00Z;63.69;73.48;52.35;57.32;32.49;59.66
2021-04-25T01:00:00Z;57.02;70.59;50.86;53.5;32.27;54.51
2021-04-25T02:00:00Z;56.56;68.51;50.86;51.7;32.12;52.41
2021-04-25T03:00:00Z;55.03;68.22;50.86;51.4;31.69;50.45
2021-04-25T04:00:00Z;54;68.22;50.86;50.2;31.33;50.56
2021-04-25T05:00:00Z;54;72.31;50.85;48.3;12.05;49.56
2021-04-25T06:00:00Z;46.01;73.48;44.63;46;10.04;47.01
2021-04-25T07:00:00Z;53.82;68.39;44.75;46.15;10.04;49.76
2021-04-25T08:00:00Z;50.45;60.66;44.76;44.99;15.06;45.46
2021-04-25T09:00:00Z;53.82;60.74;44.76;42.45;25.91;45.67
2021-04-25T10:00:00Z;53.82;61.45;44.64;37;30.13;45.58
2021-04-25T11:00:00Z;54;58.97;44.49;36.75;20.09;48.19
2021-04-25T12:00:00Z;53.82;57.93;44.22;30.75;27.62;42.91
2021-04-25T13:00:00Z;24.19;39.87;43.57;12.9;31.15;31.2
2021-04-25T14:00:00Z;22.65;28.66;43.57;5.33;31.18;29.65
2021-04-25T15:00:00Z;30;41.5;43.6;7.09;31.19;28.1
2021-04-25T16:00:00Z;38.99;60.4;44.23;15.98;31.53;39.28
2021-04-25T17:00:00Z;53.82;68.51;50.92;40.4;33.41;50.67
2021-04-25T18:00:00Z;56.56;73;55.75;54.45;39.67;58.01
2021-04-25T19:00:00Z;72.91;88;61.4;66.79;38.65;66.52
2021-04-25T20:00:00Z;77.02;94.44;65.84;72.87;33.83;70.01
2021-04-25T21:00:00Z;64.77;94.44;64.96;69.1;33.15;67.06
2021-04-25T22:00:00Z;63.02;83.78;62.47;67.4;32.25;64.36
2021-04-25T23:00:00Z;62.37;73.78;58.83;62.42;31.03;57.63
2021-04-26T00:00:00Z;57.9;69.78;53.99;57.92;31.62;61.23
2021-04-26T01:00:00Z;54.68;63.16;50.87;54.6;31.6;58.74
2021-04-26T02:00:00Z;54.68;61.14;50.87;53.1;31.67;54.86
2021-04-26T03:00:00Z;54.68;59.97;50.86;51.38;31.47;55.1
2021-04-26T04:00:00Z;54.68;59.96;50.87;53;26.41;57.55
2021-04-26T05:00:00Z;58.36;63.01;59.36;59.5;5.02;63.12
2021-04-26T06:00:00Z;71.15;74.96;69;73;22.6;69.97
2021-04-26T07:00:00Z;76.93;81.96;79.42;81.93;32.63;82.04
2021-04-26T08:00:00Z;75;83.85;79.43;83.76;33.21;82.32
2021-04-26T09:00:00Z;66.93;76;68.52;71.93;33.91;73.16
2021-04-26T10:00:00Z;66.44;72.84;64.09;64.4;34.04;70.44
2021-04-26T11:00:00Z;69.82;71.05;61.02;60;33.08;70.37
2021-04-26T12:00:00Z;66.89;72.84;60.03;61.96;33.62;70.39
2021-04-26T13:00:00Z;62.75;68;59.95;58.57;33.81;69.6
2021-04-26T14:00:00Z;59.87;63;59.97;58.27;33.77;67.82
2021-04-26T15:00:00Z;66.89;67.4;61.01;62.14;33.67;68.18
2021-04-26T16:00:00Z;68.45;68.45;64.11;65.08;33.82;71.1
2021-04-26T17:00:00Z;74.28;74.28;67.74;69.07;35.15;75.11
2021-04-26T18:00:00Z;78.99;78.99;76.06;79.32;38.13;82.98
2021-04-26T19:00:00Z;84.05;84.05;82.03;86.91;37.16;87.88
2021-04-26T20:00:00Z;81.02;81.02;80.01;85.93;37.16;82.91
2021-04-26T21:00:00Z;75.05;75.05;74.67;75.88;34.09;80.04
2021-04-26T22:00:00Z;72.98;72.98;68.18;71.5;33.35;75.3
2021-04-26T23:00:00Z;66.55;66.55;50.87;64.25;32.73;67.98
2021-04-27T00:00:00Z;64.8;64.8;50.87;60.78;33.24;63.44
2021-04-27T01:00:00Z;60.5;60.5;50.87;56.51;33.25;59.17
2021-04-27T02:00:00Z;59;59.23;50.87;57.08;33.26;59.05
2021-04-27T03:00:00Z;60;60;57.5;55.52;33.01;59.03
2021-04-27T04:00:00Z;60.01;60.01;60.36;56.51;32.64;59.09
2021-04-27T05:00:00Z;66.55;66.55;56.53;60.63;32.16;60.13
2021-04-27T06:00:00Z;78.06;78.06;71.28;74;32.36;73.98
2021-04-27T07:00:00Z;85;85;78.65;82.18;33.31;85.52
2021-04-27T08:00:00Z;91.45;93.06;80.46;83.53;33.64;84.87
2021-04-27T09:00:00Z;84.9;90.75;78.77;74.97;33.89;74.79
2021-04-27T10:00:00Z;80.13;85.37;77.51;73.6;34.02;71.56
2021-04-27T11:00:00Z;76.56;84.06;64.01;68;32.99;70.04
2021-04-27T12:00:00Z;73.04;78.06;62.38;69.06;33.3;68.09
2021-04-27T13:00:00Z;68.6;73.83;60.43;65.54;34.11;65.09
2021-04-27T14:00:00Z;60.17;74.06;60.44;65.05;34.07;65.05
2021-04-27T15:00:00Z;60.02;75.44;60.46;63.44;33.98;65.01
2021-04-27T16:00:00Z;60.69;75;61.5;64.41;45.19;66.8
2021-04-27T17:00:00Z;66.6;75;63.54;67.43;55.23;70.02
2021-04-27T18:00:00Z;70.7;75;70.17;72.96;56.94;74.95
2021-04-27T19:00:00Z;76.57;82;76.84;80.54;56.94;80.5
2021-04-27T20:00:00Z;79.27;82.51;74.69;80.48;56.84;81.77
2021-04-27T21:00:00Z;68.01;75.44;63.97;73.09;50.12;73.85
2021-04-27T22:00:00Z;66.91;73.83;62.55;68.5;33.99;70.02
2021-04-27T23:00:00Z;57.05;69;50.87;58.52;33.58;61.71
2021-04-28T00:00:00Z;55.77;70.38;50.87;55.52;33.04;54.69
2021-04-28T01:00:00Z;54.64;67.91;50.87;54.39;32.9;51
2021-04-28T02:00:00Z;54.64;67.42;50.87;54.21;32.83;50.04
2021-04-28T03:00:00Z;54.64;62.29;50.87;53.21;32.54;49.38
2021-04-28T04:00:00Z;54.64;64.92;58.64;55;31.97;50.25
2021-04-28T05:00:00Z;58.5;65.01;54.04;57;31.31;54.05
2021-04-28T06:00:00Z;66.88;75;70.5;74.21;31.53;70.72
2021-04-28T07:00:00Z;71.32;85;86.55;80;32.61;77.68
2021-04-28T08:00:00Z;73.52;85.57;82.5;82.01;33.33;81.68
2021-04-28T09:00:00Z;66.57;86.04;69.87;70.77;34.75;74.36
2021-04-28T10:00:00Z;58.36;79.65;60.35;65.1;34.74;69.04
2021-04-28T11:00:00Z;54.87;71.55;59.58;65.08;32.96;69.07
2021-04-28T12:00:00Z;55.69;68;59.58;65.41;33.09;68.83
2021-04-28T13:00:00Z;54.64;60;58.08;59.99;33.58;66.02
2021-04-28T14:00:00Z;54.64;61.2;57.53;56.46;33.61;64.98
2021-04-28T15:00:00Z;54.64;64.84;58.11;59;33.49;63.55
2021-04-28T16:00:00Z;54.64;68;60.15;62.28;33.72;61.81
2021-04-28T17:00:00Z;60.01;69.15;60.34;65.51;35.74;66.06
2021-04-28T18:00:00Z;69.11;72.99;76.27;73.33;39.71;74.91
2021-04-28T19:00:00Z;72.58;77.99;82.94;79.9;35.74;78.77
2021-04-28T20:00:00Z;74.59;79.36;74.49;79.4;34.75;84.55
2021-04-28T21:00:00Z;70.77;76.95;73.23;70;33.37;73.4
2021-04-28T22:00:00Z;66.88;72.78;64.71;66.82;32.59;69.06
2021-04-28T23:00:00Z;58.36;70.07;73.94;58.42;37.41;59.08
2021-04-29T00:00:00Z;54.59;68.6;63.42;58.1;37.35;60.53
2021-04-29T01:00:00Z;54.59;63.76;52.39;56.33;37.19;55.55
2021-04-29T02:00:00Z;54.59;61;51.7;55.15;37.18;55.39
2021-04-29T03:00:00Z;55.35;59.23;55.57;54.71;36.96;52.95
2021-04-29T04:00:00Z;58.33;59.87;51.14;54.83;36.42;56.21
2021-04-29T05:00:00Z;58.33;63.33;59.07;56.99;35.8;59.1
2021-04-29T06:00:00Z;71.77;71.77;69.09;68.8;36.17;73.19
2021-04-29T07:00:00Z;76.4;79.9;76.1;80.2;37.44;78.87
2021-04-29T08:00:00Z;74.83;85.08;77.72;83.72;40.25;83.32
2021-04-29T09:00:00Z;75;84.5;73.66;77;47.8;72.27
2021-04-29T10:00:00Z;66.85;78.46;61.69;65.98;39.25;71.06
2021-04-29T11:00:00Z;64.05;77.41;59.94;65.58;37.07;74
2021-04-29T12:00:00Z;66.85;75;59.85;65.4;37.23;70.41
2021-04-29T13:00:00Z;66.85;78.42;59.59;66.6;38.09;69.07
2021-04-29T14:00:00Z;66.85;78.79;58.82;65.06;38.22;67.29
2021-04-29T15:00:00Z;66.85;75.55;59.61;66.67;44.28;67.86
2021-04-29T16:00:00Z;67.99;78.97;60.05;65.4;52.83;67.98
2021-04-29T17:00:00Z;68.25;75.1;61.66;63.95;57.06;67.09
2021-04-29T18:00:00Z;76;76;61.9;67.19;57.06;70.44
2021-04-29T19:00:00Z;72.28;80;69.96;75.94;57.06;76.09
2021-04-29T20:00:00Z;78;82.47;73.97;77.87;57.06;77.95
2021-04-29T21:00:00Z;77.85;78.01;65.01;70.95;53.34;69.13
2021-04-29T22:00:00Z;74.67;74.67;65.01;69.43;41.26;65.66
2021-04-29T23:00:00Z;65.95;70.62;54.22;61.65;36.11;60.06
2021-04-30T00:00:00Z;67.73;71.43;85.98;58.88;36.11;61.47
2021-04-30T01:00:00Z;63.97;67.53;104.84;56.2;36.07;58.06
2021-04-30T02:00:00Z;59.75;62.97;100.02;55.73;36.04;57.59
2021-04-30T03:00:00Z;58.41;60.76;75.56;55.82;35.94;58.34
2021-04-30T04:00:00Z;59.88;61;75.53;56.98;35.78;58.55
2021-04-30T05:00:00Z;60;65.43;50.86;58.85;35.59;59.54
2021-04-30T06:00:00Z;65.13;74;54.83;70.49;35.63;50.07
2021-04-30T07:00:00Z;54.48;82.09;55.84;82.5;36.03;50
2021-04-30T08:00:00Z;53.5;87.5;55.83;88.1;36.01;54.38
2021-04-30T09:00:00Z;55.75;87;53.92;80.03;36.05;67.76
2021-04-30T10:00:00Z;55.75;71.95;52.3;73.38;36.16;65.03
2021-04-30T11:00:00Z;54.71;66.84;52.25;70.47;35.73;69.04
2021-04-30T12:00:00Z;54.71;66;51.87;65.23;35.67;68.2
2021-04-30T13:00:00Z;54;61.19;51.26;61.5;36.26;64.96
2021-04-30T14:00:00Z;54.71;58.41;51.24;59.91;36.31;64.96
2021-04-30T15:00:00Z;54.71;67.07;51.87;60.33;35.93;64.91
2021-04-30T16:00:00Z;62.54;67.5;54.42;61.5;36.03;64
2021-04-30T17:00:00Z;69.64;69.64;55.98;68.9;36.4;70.22
2021-04-30T18:00:00Z;75.55;75.55;55.87;76.08;38.13;56.94
2021-04-30T19:00:00Z;66.05;79.06;66.49;83.66;37.67;73.59
2021-04-30T20:00:00Z;69.04;80.96;69.05;85;37.35;81.46
2021-04-30T21:00:00Z;71.28;78.71;69.06;79;36.28;76.78
2021-04-30T22:00:00Z;75;75.23;66.64;72.23;35.94;74.9
2021-04-30T23:00:00Z;66.05;68.86;56.51;66.47;36.55;68.45
2021-05-01T00:00:00Z;64.31;69.29;79.9;67.1;36.73;66.93
2021-05-01T01:00:00Z;60.34;64.6;73.05;64.45;36.49;62.7
2021-05-01T02:00:00Z;59.93;61.08;68.69;63.13;36.35;62.45
2021-05-01T03:00:00Z;59.93;59.93;66.12;59.9;35.95;60.96
2021-05-01T04:00:00Z;59.9;59.9;64.6;59;35.22;60.92
2021-05-01T05:00:00Z;58;58;59.95;58.29;20.18;58.46
2021-05-01T06:00:00Z;52.54;52.54;63.25;58.9;25.23;61.92
2021-05-01T07:00:00Z;53.95;53.94;66.03;60.4;33.3;59.45
2021-05-01T08:00:00Z;54.02;57.38;59.96;59.69;20.69;63.02
2021-05-01T09:00:00Z;56.21;56.21;60.54;61;25.23;62.98
2021-05-01T10:00:00Z;57.45;57.45;69.09;56.39;28.76;57.66
2021-05-01T11:00:00Z;56.71;56.71;64.43;56.4;22.71;57.46
2021-05-01T12:00:00Z;53.13;53.13;61.76;54;28.76;56.12
2021-05-01T13:00:00Z;51.05;51.05;57.71;51;33.3;53.55
2021-05-01T14:00:00Z;48.24;48.24;52.79;47.15;35.37;48.56
2021-05-01T15:00:00Z;45.53;45.53;58.03;45.6;35.47;48.53
2021-05-01T16:00:00Z;48.98;48.98;59.83;48.18;36.18;49.48
2021-05-01T17:00:00Z;50.47;50.47;62.68;53.45;37.33;53.77
2021-05-01T18:00:00Z;54.4;54.4;67.81;60.39;37.98;54.45
2021-05-01T19:00:00Z;61.01;61.01;74.11;67.5;37.82;61.89
2021-05-01T20:00:00Z;68.69;68.69;78.71;73.11;37.58;70.04
2021-05-01T21:00:00Z;65.06;65.06;73.69;69.53;37.01;66.5
2021-05-01T22:00:00Z;60.34;60.34;69.38;65.29;36.71;64.63
2021-05-01T23:00:00Z;59.54;59.54;64.82;60.63;37.7;60.72
2021-05-02T00:00:00Z;60.37;60.51;50.84;58;37.33;57.93
2021-05-02T01:00:00Z;53.05;53.05;50.84;54.1;37.22;52.58
2021-05-02T02:00:00Z;50.46;50.46;50.84;51.73;37.17;51.06
2021-05-02T03:00:00Z;49.03;49.03;50.83;50.29;36.49;49.17
2021-05-02T04:00:00Z;49.43;49.43;50.83;49.3;35.89;45.54
2021-05-02T05:00:00Z;49.26;49.26;43.59;48.35;35.45;47.24
2021-05-02T06:00:00Z;48.38;48.38;43.6;46.28;35.41;47.14
2021-05-02T07:00:00Z;49.47;49.46;44.22;46.5;29.13;38.18
2021-05-02T08:00:00Z;50.76;50.76;44.41;46.76;11.51;45.21
2021-05-02T09:00:00Z;48.08;48.08;44.41;45.54;18.88;45.79
2021-05-02T10:00:00Z;46.18;46.18;44.28;44.42;21.09;41.96
2021-05-02T11:00:00Z;42.08;42.08;43.97;43.58;18.89;39.99
2021-05-02T12:00:00Z;31.18;31.18;43.56;39.32;31.14;37.67
2021-05-02T13:00:00Z;9.99;9.99;22.28;25.55;35.16;28.01
2021-05-02T14:00:00Z;3;3;12.3;8.83;28.62;18.09
2021-05-02T15:00:00Z;3;3;24.59;8.64;35.29;18.04
2021-05-02T16:00:00Z;8;8;29.61;14.2;36.16;18.09
2021-05-02T17:00:00Z;35.77;35.77;43.6;35.22;37.67;35.06
2021-05-02T18:00:00Z;53.31;54.3;44.29;48.7;45.21;47.48
2021-05-02T19:00:00Z;60.37;65.1;44.63;58.37;45.21;56.47
2021-05-02T20:00:00Z;68.65;75;50.97;65.81;47.22;66.2
2021-05-02T21:00:00Z;67.93;78.04;50.93;63.65;38.09;64.31
2021-05-02T22:00:00Z;69.57;74.53;44.5;60.57;37.53;63.1
2021-05-02T23:00:00Z;60.37;64.87;50.84;56.11;35.81;57.68
2021-05-03T00:00:00Z;58.48;58.48;50.84;52.97;35.91;57.68
2021-05-03T01:00:00Z;54.64;54.64;50.84;49.56;35.62;53.87
2021-05-03T02:00:00Z;52.7;54.27;50.84;48.7;35.44;50.84
2021-05-03T03:00:00Z;52.51;52.51;50.83;48.58;35.16;51.02
2021-05-03T04:00:00Z;55.84;55.84;50.83;48.7;33.89;51.82
2021-05-03T05:00:00Z;58.7;61.36;43.6;53.73;28.27;54.01
2021-05-03T06:00:00Z;58.64;74.74;43.6;64.4;34.02;50.01
2021-05-03T07:00:00Z;30.54;86.42;43.98;73.46;35.79;50.06
2021-05-03T08:00:00Z;0;87.93;44;72.47;36.72;50.06
2021-05-03T09:00:00Z;30.39;83.55;43.61;66.92;36.67;54.03
2021-05-03T10:00:00Z;39.53;79;43.6;54.97;36.67;51.18
2021-05-03T11:00:00Z;42.03;76.35;43.58;52.13;35.74;50.03
2021-05-03T12:00:00Z;37.89;69.72;43.57;50.4;36.38;45.89
2021-05-03T13:00:00Z;37.51;65.55;36.6;48;37.17;46.8
2021-05-03T14:00:00Z;42.02;70;38.85;48.06;37.17;50.02
2021-05-03T15:00:00Z;52.1;71.5;43.58;48.1;36.27;50.01
2021-05-03T16:00:00Z;59;71.75;44.1;49.2;37.08;50
2021-05-03T17:00:00Z;60.3;75.85;45.02;55.5;38.12;50.09
2021-05-03T18:00:00Z;73.99;76.44;45.27;65.99;50.23;50.03
2021-05-03T19:00:00Z;75.02;82.66;51.14;75.1;50.13;68.74
2021-05-03T20:00:00Z;75.3;90.06;51.16;77.53;49.22;74.35
2021-05-03T21:00:00Z;70.92;82.93;45.29;71.93;38.03;54.09
2021-05-03T22:00:00Z;70.81;88.42;45.28;66.81;36.72;64.13
2021-05-03T23:00:00Z;60.3;69.83;50.85;56.8;36.26;56.32
2021-05-04T00:00:00Z;71.93;90.07;50.84;45.9;35.79;43.96
2021-05-04T01:00:00Z;61.74;79.63;50.83;36.51;35.2;35.41
2021-05-04T02:00:00Z;64.85;79.63;43.59;24.67;35.16;30.83
2021-05-04T03:00:00Z;60.41;79.63;43.58;19.66;34.64;29.4
2021-05-04T04:00:00Z;60;79.94;43.58;22;33.49;29.81
2021-05-04T05:00:00Z;60;79.94;43.6;39.9;27.21;37.18
2021-05-04T06:00:00Z;60;90.22;44.56;58.28;29.43;50.86
2021-05-04T07:00:00Z;59.06;86.94;44.58;63;34.11;54.91
2021-05-04T08:00:00Z;55;88.33;47.59;63.08;34.83;54.53
2021-05-04T09:00:00Z;57.25;79.63;47.57;56.65;35.71;52.44
2021-05-04T10:00:00Z;59.06;72.44;44.54;51.8;36.64;49.95
2021-05-04T11:00:00Z;59.06;68.26;44.53;50;35.48;45.76
2021-05-04T12:00:00Z;59.06;62.62;44.54;51.35;36.04;45.3
2021-05-04T13:00:00Z;52.41;52.41;44.26;47.38;36.93;43.41
2021-05-04T14:00:00Z;52.29;60;44.14;41.01;36.58;43.3
2021-05-04T15:00:00Z;53.91;64.6;44.36;42.76;35.56;44.91
2021-05-04T16:00:00Z;59.06;66.36;44.56;48.45;35.73;48.17
2021-05-04T17:00:00Z;67.99;72.35;51.07;56.99;36.53;56.05
2021-05-04T18:00:00Z;65.28;76;51.34;58.28;37.24;60
2021-05-04T19:00:00Z;83.11;90;58.82;64.78;37.03;67.99
2021-05-04T20:00:00Z;87.36;87.94;58.83;69.4;37.21;70.85
2021-05-04T21:00:00Z;80.57;81;51.36;57.73;36.78;61.2
2021-05-04T22:00:00Z;75.85;75.85;51.03;53;36.26;50.03
2021-05-04T23:00:00Z;70.45;71;50.85;45.5;36.04;47.94
2021-05-05T00:00:00Z;59.39;82.38;43.61;32.75;36.34;42.67
2021-05-05T01:00:00Z;59.39;77.38;50.82;36.14;36.2;40.26
2021-05-05T02:00:00Z;48.24;76;50.82;34.74;36.06;32.67
2021-05-05T03:00:00Z;34.14;67.22;50.83;36.14;35.71;32.37
2021-05-05T04:00:00Z;49;67.22;50.83;41;34.45;35.68
2021-05-05T05:00:00Z;60;67.22;43.6;48.92;28.51;43.08
2021-05-05T06:00:00Z;63.76;80;51.63;65.52;30.89;66.18
2021-05-05T07:00:00Z;70.7;89.95;63.92;71.08;35.68;70.2
2021-05-05T08:00:00Z;70.3;94.33;60.86;70;36.31;66.91
2021-05-05T09:00:00Z;70.3;84.05;51.25;65.06;36.7;60.05
2021-05-05T10:00:00Z;60.74;81.38;51;60.42;36.54;54.24
2021-05-05T11:00:00Z;63.47;75.76;51;56;35.82;50.47
2021-05-05T12:00:00Z;60;68.44;45.49;55.3;36.7;52.61
2021-05-05T13:00:00Z;45;63;45.27;53;37.93;50.09
2021-05-05T14:00:00Z;35.24;54.63;45.26;51.1;38.94;47.65
2021-05-05T15:00:00Z;40.8;49.96;45.97;52.8;38.94;47.77
2021-05-05T16:00:00Z;50.05;50.05;46.02;58.32;40.05;52.3
2021-05-05T17:00:00Z;58.06;69.29;51.45;58.56;49.06;53.9
2021-05-05T18:00:00Z;59.39;72.35;54.71;60;52.96;58.37
2021-05-05T19:00:00Z;65;81.09;62.4;66.02;50.06;67.1
2021-05-05T20:00:00Z;71.86;82;62.42;73.87;50.02;69.54
2021-05-05T21:00:00Z;64.51;81.38;62.39;68.5;44.05;66.07
2021-05-05T22:00:00Z;60.74;79.02;54.72;65.37;37.37;60.37
2021-05-05T23:00:00Z;59.39;72.74;50.85;58.16;37.31;50.89
2021-05-06T00:00:00Z;67.5;73;50.85;54.24;36.83;52.39
2021-05-06T01:00:00Z;62.89;67.16;50.84;50.73;36.55;51.28
2021-05-06T02:00:00Z;61.91;65.13;50.84;49.55;36.25;51.02
2021-05-06T03:00:00Z;58.59;58.59;50.84;50.01;36;51.21
2021-05-06T04:00:00Z;60.11;60.98;50.84;51.69;34.9;51.49
2021-05-06T05:00:00Z;62.69;67.08;50.83;57.01;34.22;56.8
2021-05-06T06:00:00Z;76.53;76.53;55.97;65.63;34.61;60.86
2021-05-06T07:00:00Z;84.5;84.5;59.85;75.13;36.6;67.97
2021-05-06T08:00:00Z;88.62;88.62;59.86;76.91;37.7;76.02
2021-05-06T09:00:00Z;80.76;80.76;59.82;67.01;39.06;67.96
2021-05-06T10:00:00Z;73.5;75;55.56;59.39;40.06;69.85
2021-05-06T11:00:00Z;66.53;66.53;53.73;58.16;37.68;70.49
2021-05-06T12:00:00Z;64.66;64.66;52.02;56.66;40.07;70.14
